FLUX  190   156.50        1.915607E+15   2.4140E-19   6.8734E-19   0.35120
FLUX  191   157.50        1.903444E+15   5.3120E-19   1.7857E-18   0.29748
FLUX  192   158.50        1.891435E+15   5.7152E-19   2.1228E-18   0.26923
FLUX  193   159.50        1.879577E+15   5.6431E-19   2.5209E-18   0.22386
FLUX  194   160.50        1.867866E+15   6.3992E-19   2.9872E-18   0.21422
FLUX  195   161.50        1.856300E+15   7.1683E-19   3.5280E-18   0.20319
FLUX  196   162.50        1.844877E+15   7.8077E-19   6.9322E-18   0.11263
FLUX  197   163.50        1.833593E+15   1.1530E-18   8.3960E-18   0.13733
FLUX  198   164.50        1.822447E+15   1.6060E-18   1.0157E-17   0.15812
FLUX  199   165.50        1.811435E+15   1.4064E-18   1.2246E-17   0.11484
FLUX  200   166.50        1.800556E+15   2.3086E-18   1.4744E-17   0.15658
FLUX  201   167.20        1.793017E+15   2.0572E-18   1.6749E-17   0.12282
FLUX  202   167.70        1.787671E+15   3.3615E-18   1.8405E-17   0.18265
FLUX  203   168.50        1.779184E+15   4.1601E-18   2.1285E-17   0.19545
FLUX  204   169.50        1.768687E+15   6.0652E-18   2.5374E-17   0.23903
FLUX  205   170.50        1.758314E+15   6.9188E-18   3.0160E-17   0.22940
FLUX  206   171.50        1.748061E+15   7.7741E-18   3.6632E-17   0.21222
FLUX  207   172.50        1.737928E+15   1.0792E-17   4.3209E-17   0.24977
FLUX  208   173.50        1.727911E+15   1.2030E-17   5.0809E-17   0.23677
FLUX  209   174.50        1.718009E+15   1.6507E-17   5.9550E-17   0.27719
FLUX  210   175.50        1.708219E+15   1.8403E-17   6.9593E-17   0.26444
FLUX  211   176.50        1.698541E+15   2.1620E-17   8.1106E-17   0.26656
FLUX  212   177.50        1.688972E+15   2.2833E-17   9.4249E-17   0.24226
FLUX  213   178.50        1.679510E+15   3.9630E-17   1.0923E-16   0.36282
FLUX  214   179.50        1.670153E+15   3.5051E-17   1.2631E-16   0.27751
FLUX  215   180.50        1.660900E+15   5.6758E-17   1.4573E-16   0.38948
FLUX  216   181.50        1.651749E+15   4.6355E-17   1.6780E-16   0.27626
FLUX  217   182.50        1.642699E+15   7.2413E-17   1.9280E-16   0.37558
FLUX  218   183.50        1.633747E+15   6.6059E-17   2.2112E-16   0.29875
FLUX  219   184.50        1.624892E+15   1.0109E-16   2.5315E-16   0.39932
FLUX  220   185.50        1.616132E+15   9.0242E-17   2.8931E-16   0.31192
FLUX  221   186.50        1.607466E+15   1.4121E-16   3.3007E-16   0.42783
FLUX  222   187.50        1.598893E+15   1.3820E-16   3.7612E-16   0.36744
FLUX  223   188.50        1.590411E+15   1.7539E-16   4.2773E-16   0.41005
FLUX  224   189.50        1.582018E+15   2.0716E-16   4.8564E-16   0.42657
FLUX  225   190.50        1.573714E+15   2.4027E-16   5.5055E-16   0.43642
FLUX  226   191.50        1.565496E+15   3.0550E-16   6.2318E-16   0.49022
FLUX  227   192.50        1.557364E+15   2.8541E-16   7.0425E-16   0.40527
FLUX  228   193.50        1.549315E+15   1.7442E-16   7.9471E-16   0.21948
FLUX  229   194.50        1.541350E+15   4.2559E-16   8.9547E-16   0.47527
FLUX  230   195.50        1.533465E+15   5.8554E-16   1.0077E-15   0.58109
FLUX  231   196.70        1.524110E+15   6.4491E-16   1.1590E-15   0.55645
FLUX  232   197.60        1.517168E+15   7.6507E-16   1.2857E-15   0.59506
FLUX  233   198.40        1.511051E+15   9.1567E-16   1.4088E-15   0.64994
FLUX  234   199.50        1.502719E+15   9.2764E-16   1.5956E-15   0.58137
FLUX  235   200.50        1.495224E+15   1.1059E-15   1.7845E-15   0.61971
FLUX  236   201.50        1.487804E+15   1.2498E-15   1.9935E-15   0.62697
FLUX  237   202.50        1.480457E+15   1.3102E-15   2.2242E-15   0.58904
FLUX  238   203.50        1.473182E+15   1.5743E-15   2.4790E-15   0.63506
FLUX  239   204.50        1.465978E+15   1.6782E-15   2.7595E-15   0.60816
FLUX  240   205.50        1.458844E+15   2.0148E-15   3.0677E-15   0.65678
FLUX  241   206.50        1.451780E+15   2.0668E-15   3.4067E-15   0.60670
FLUX  242   207.40        1.445480E+15   1.8077E-15   3.7402E-15   0.48331
FLUX  243   207.80        1.442697E+15   2.7022E-15   2.9370E-13   0.00920
FLUX  244   208.50        1.437854E+15   3.7668E-15   3.3616E-13   0.01121
FLUX  245   209.50        1.430990E+15   6.6267E-15   4.0569E-13   0.01633
FLUX  246   210.50        1.424192E+15   8.6013E-15   4.8829E-13   0.01762
FLUX  247   211.50        1.417459E+15   9.1619E-15   5.8663E-13   0.01562
FLUX  248   212.50        1.410788E+15   1.1569E-14   7.0097E-13   0.01650
FLUX  249   213.50        1.404180E+15   1.4569E-14   8.3295E-13   0.01749
FLUX  250   214.50        1.397634E+15   1.1626E-14   9.8679E-13   0.01178
FLUX  251   215.50        1.391148E+15   1.6136E-14   1.1635E-12   0.01387
FLUX  252   216.50        1.384723E+15   1.5468E-14   1.3642E-12   0.01134
FLUX  253   217.50        1.378356E+15   1.7951E-14   1.5895E-12   0.01129
FLUX  254   218.50        1.372048E+15   1.7107E-14   1.8463E-12   0.00927
FLUX  255   219.50        1.365797E+15   2.7831E-14   2.1323E-12   0.01305
FLUX  256   220.50        1.359603E+15   2.5508E-14   2.4489E-12   0.01042
FLUX  257   221.50        1.353465E+15   3.4153E-14   2.7983E-12   0.01220
FLUX  258   222.50        1.347382E+15   3.1302E-14   3.2111E-12   0.00975
FLUX  259   223.50        1.341353E+15   5.1952E-14   3.6368E-12   0.01428
FLUX  260   224.50        1.335379E+15   5.7343E-14   4.0987E-12   0.01399
FLUX  261   225.50        1.329457E+15   6.6669E-14   4.8492E-12   0.01375
FLUX  262   226.50        1.323587E+15   4.7775E-14   5.4165E-12   0.00882
FLUX  263   227.50        1.317769E+15   7.8288E-14   6.0215E-12   0.01300
FLUX  264   228.50        1.312002E+15   7.6988E-14   6.6650E-12   0.01155
FLUX  265   229.50        1.306285E+15   1.2238E-13   7.3464E-12   0.01666
FLUX  266   230.50        1.300618E+15   6.5721E-14   8.0722E-12   0.00814
FLUX  267   231.50        1.295000E+15   1.4766E-13   8.8388E-12   0.01671
FLUX  268   232.50        1.289430E+15   1.2092E-13   9.6467E-12   0.01254
FLUX  269   233.50        1.283908E+15   1.9928E-13   1.0593E-11   0.01881
FLUX  270   234.50        1.278433E+15   1.3289E-13   1.1490E-11   0.01157
FLUX  271   235.50        1.273004E+15   1.4085E-13   1.2433E-11   0.01133
FLUX  272   236.50        1.267622E+15   1.7977E-13   1.3421E-11   0.01339
FLUX  273   237.50        1.262284E+15   1.9642E-13   1.4456E-11   0.01359
FLUX  274   238.50        1.256992E+15   3.2914E-13   1.5541E-11   0.02118
FLUX  275   239.50        1.251743E+15   2.9927E-13   1.6680E-11   0.01794
FLUX  276   240.50        1.246538E+15   5.5697E-13   1.7872E-11   0.03116
FLUX  277   241.50        1.241377E+15   3.1556E-13   1.9119E-11   0.01650
FLUX  278   242.50        1.236258E+15   4.6485E-13   2.0425E-11   0.02276
FLUX  279   243.50        1.231181E+15   5.9965E-13   2.1792E-11   0.02752
FLUX  280   244.50        1.226145E+15   7.9126E-13   2.3404E-11   0.03381
FLUX  281   245.50        1.221151E+15   9.1409E-13   2.4901E-11   0.03671
FLUX  282   246.50        1.216197E+15   6.5617E-13   2.6467E-11   0.02479
FLUX  283   247.50        1.211283E+15   1.0327E-12   2.8101E-11   0.03675
FLUX  284   248.50        1.206408E+15   3.7255E-13   2.9811E-11   0.01250
FLUX  285   249.50        1.201573E+15   6.7275E-13   3.1597E-11   0.02129
FLUX  286   250.50        1.196776E+15   1.0740E-12   3.3607E-11   0.03196
FLUX  287   251.30        1.192967E+15   8.5567E-13   3.5159E-11   0.02434
FLUX  288   251.80        1.190598E+15   1.0506E-12   3.2989E-09   0.00032
FLUX  289   252.50        1.187297E+15   1.0124E-12   3.4578E-09   0.00029
FLUX  290   253.50        1.182613E+15   2.2978E-12   3.6869E-09   0.00062
FLUX  291   254.50        1.177967E+15   2.7785E-12   3.9193E-09   0.00071
FLUX  292   255.50        1.173356E+15   3.0702E-12   4.1588E-09   0.00074
FLUX  293   256.50        1.168782E+15   2.0165E-12   4.4064E-09   0.00046
FLUX  294   257.50        1.164243E+15   3.3736E-12   4.6634E-09   0.00072
FLUX  295   258.50        1.159739E+15   2.1835E-12   4.9297E-09   0.00044
FLUX  296   259.50        1.155270E+15   3.2390E-12   5.2051E-09   0.00062
FLUX  297   260.50        1.150835E+15   4.2192E-12   5.4918E-09   0.00077
FLUX  298   261.50        1.146434E+15   3.6190E-12   5.7878E-09   0.00063
FLUX  299   262.50        1.142067E+15   6.2861E-12   6.0966E-09   0.00103
FLUX  300   263.50        1.137732E+15   9.0989E-12   7.2503E-09   0.00125
FLUX  301   264.50        1.133431E+15   7.2260E-12   7.5788E-09   0.00095
FLUX  302   265.50        1.129162E+15   1.1020E-11   7.9192E-09   0.00139
FLUX  303   266.50        1.124925E+15   8.0807E-12   8.2719E-09   0.00098
